Title,Premiere,Genre,Runtime,Language
The Great Seduction,2023,Comedy,minutes:95,Spanish
A Day and a Half,2023,Thriller,minutes:95,Swedish
Friday Night Plan,2023,Coming of age,minutes:108,Hindi
Happy Ending,2023,Comedy,minutes:93,Dutch
What If?,2023,Romantic drama,minutes:112,Filipino
Freestyle,2023,Thriller,minutes:88,Polish
Ehrengard: The Art of Seduction,2023,Romantic comedy,minutes:94,Danish
Once Upon a Crime,2023,Fantasy,minutes:107,Japanese
El Conde,2023,Black comedy,minutes:111,Spanish
Love at First Sight,2023,Romance,minutes:91,English
Jaane Jaan,2023,Thriller,minutes:139,Hindi
Spy Kids: Armageddon,2023,Action adventure,minutes:97,English
The Black Book,2023,Thriller,minutes:124,English
Forgotten Love,2023,Drama,minutes:140,Polish
Overhaul,2023,Action drama,minutes:98,Portuguese
Street Flow 2,2023,Drama,minutes:98,French
Love Is in the Air,2023,Romantic comedy,minutes:88,English
Do Not Disturb,2023,Dramedy,minutes:114,Turkish
Nowhere,2023,Thriller,minutes:109,Spanish
Reptile,2023,Crime drama,minutes:136,English
Keys to the Heart,2023,Drama,minutes:102,Filipino
Khufiya,2023,Spy thriller,minutes:157,Hindi
Fair Play,2023,Erotic thriller,minutes:115,English
A Deadly Invitation,2023,Drama,minutes:93,Spanish
Ballerina,2023,Thriller,minutes:93,Korean
Once Upon a Star,2023,Drama,minutes:138,Thai
Ìjọ̀gbọ̀n,2023,Drama,minutes:115,Yoruba
The Conference,2023,Slasher comedy,minutes:100,Swedish
Crypto Boy,2023,Drama,minutes:103,Dutch
Kandasamys: The Baby,2023,Comedy,minutes:93,English
Old Dads,2023,Comedy,minutes:104,English
Burning Betrayal,2023,Thriller,minutes:98,Portuguese
Pain Hustlers,2023,Crime drama,minutes:124,English
Sister Death,2023,Horror,minutes:90,Spanish
Hurricane Season,2023,Drama,minutes:99,Spanish
Locked In,2023,Psychological thriller,minutes:96,English
Nuovo Olimpo,2023,Romance,minutes:112,Italian
Wingwomen,2023,Action dramedy,minutes:115,French
Nyad,2023,Biopic,minutes:121,English
The Killer,2023,Neo noir action thriller,minutes:119,English
Best. Christmas. Ever!,2023,Romantic comedy,minutes:81,English
In Love and Deep Water,2023,Romantic mystery comedy,minutes:127,Japanese
Believer 2,2023,Crime action,minutes:116,Korean
Rustin,2023,Biographical drama,minutes:108,English
All-Time High,2023,Comedy,minutes:103,French
The Queenstown Kings,2023,Drama,minutes:137,Xhosa
Leo,2023,Animated musical,minutes:106,English
I Don't Expect Anyone to Believe Me,2023,Comedy thriller,minutes:117,Spanish
Doi Boy,2023,Drama,minutes:99,Thai
Elena Knows,2023,Drama,minutes:100,Spanish
Last Call for Istanbul,2023,Drama,minutes:91,Turkish
Wedding Games,2023,Comedy,minutes:79,Portuguese
Family Switch,2023,Comedy,minutes:105,English
Christmas As Usual,2023,Romantic comedy,minutes:89,Norwegian
NAGA,2023,Thriller,minutes:113,Arabic
The Archies,2023,Musical,minutes:143,Hindi
Blood Vessel,2023,Thriller,minutes:119,Ijaw
Leave the World Behind,2023,Drama,minutes:141,English
Chicken Run: Dawn of the Nugget,2023,Stop motion comedy,minutes:101,English
Familia,2023,Drama,minutes:105,Spanish
Maestro,2023,Biographical drama,minutes:131,English
The Taming of the Shrewd 2,2023,Comedy,minutes:100,Polish
Rebel Moon – Part One: A Child of Fire,2023,Space opera,minutes:135,English
A Vampire in the Family,2023,Comedy,minutes:89,Portuguese
Kho Gaye Hum Kahan,2023,Comedy drama,minutes:134,Hindi
"Thank You, I'm Sorry",2023,Comedy drama,minutes:91,Swedish
Mumbai Mafia: Police vs The Underworld,2023,Documentary,minutes:87,English
The Hatchet Wielding Hitchhiker,2023,Documentary,minutes:85,English
Big Mäck: Gangsters and Gold,2023,Documentary,minutes:90,German
"Pamela, a Love Story",2023,Documentary,minutes:112,English
Money Shot: The Pornhub Story,2023,Documentary,minutes:94,English
Caught Out: Crime. Corruption. Cricket.,2023,Documentary,minutes:77,English
Lewis Capaldi: How I'm Feeling Now,2023,Documentary,minutes:96,English
Longest Third Date,2023,Documentary,minutes:75,English
Anna Nicole Smith: You Don't Know Me,2023,Documentary,minutes:116,English
Victim/Suspect,2023,Documentary,minutes:95,English
Take Care of Maya,2023,Documentary,minutes:103,English
King of Clones,2023,Documentary,minutes:85,English
Eldorado: Everything the Nazis Hate,2023,Documentary,minutes:92,English
Unknown: The Lost Pyramid,2023,Documentary,minutes:84,English
Wham!,2023,Documentary,minutes:92,English
Unknown: Killer Robots,2023,Documentary,minutes:68,English
Unknown: Cave of Bones,2023,Documentary,minutes:94,English
The Deepest Breath,2023,Documentary,minutes:110,English
Unknown: Cosmic Time Machine,2023,Documentary,minutes:64,English
Missing: The Lucie Blackman Case[a],2023,Documentary,minutes:82,English
Tokyo Crime Squad: The Lucie Blackman Case[b],2023,Documentary,minutes:101,Japanese
The Lady of Silence: The Mataviejitas Murders,2023,Documentary,minutes:111,Spanish
Untold: Jake Paul the Problem Child,2023,Documentary,minutes:72,English
Mark Cavendish: Never Enough,2023,Documentary,minutes:92,English
Poisoned: The Dirty Truth About Your Food,2023,Documentary,minutes:82,English
Untold: Johnny Football,2023,Documentary,minutes:72,English
Untold: Hall of Shame,2023,Documentary,minutes:78,English
A Life Too Short: The Isabella Nardoni Case,2023,Documentary,minutes:104,Portuguese
Scouts Honor: The Secret Files of the Boy Scouts of America,2023,Documentary,minutes:94,English
Rosa Peral's Tapes,2023,Documentary,minutes:80,Spanish
The Saint of Second Chances,2023,Documentary,minutes:94,English
"Ice Cold: Murder, Coffee and Jessica Wongso",2023,Documentary,minutes:86,Indonesian
The Darkness within La Luz del Mundo,2023,Documentary,minutes:114,Spanish
Race to the Summit,2023,Documentary,minutes:90,German
Camp Courage,2023,Documentary,minutes:33,Ukrainian
The Devil on Trial,2023,Documentary,minutes:81,English
Vjeran Tomic: The Spider-Man of Paris,2023,Documentary,minutes:86,French
Onefour: Against All Odds,2023,Documentary,minutes:82,English
Yellow Door: '90s Lo-fi Film Club,2023,Documentary,minutes:84,Korean
Higuita: The Way of the Scorpion,2023,Documentary,minutes:90,Spanish
Sly,2023,Documentary,minutes:96,English
Cyberbunker: The Criminal Underworld,2023,Documentary,minutes:101,English
Stamped from the Beginning,2023,Documentary,minutes:92,English
Ilary Blasi: The One and Only,2023,Documentary,minutes:80,Italian
American Symphony,2023,Documentary,minutes:103,English
Kevin Hart & Chris Rock: Headliners Only,2023,Documentary,minutes:82,English
Face to Face with ETA: Conversations with a Terrorist,2023,Documentary,minutes:102,Spanish
Curry & Cyanide: The Jolly Joseph Case,2023,Documentary,minutes:95,Malayalam
Hell Camp: Teen Nightmare,2023,Documentary,minutes:90,English
A Whole Lifetime with Jamie Demetriou,2023,Comedy,minutes:52,English
We Lost Our Human,2023,Animation  interactive fiction,minutes:103,English
Mighty Morphin Power Rangers: Once & Always,2023,Superhero science fiction,minutes:55,English
The Light We Carry: Michelle Obama & Oprah Winfrey,2023,Interview,minutes:90,English
Tudum 2023: A Global Fan Event,2023,Fan event,minutes:166,English
The Seven Deadly Sins: Grudge of Edinburgh Part 2,2023,Anime,minutes:54,Japanese
Choose Love,2023,Romantic comedy  interactive fiction,minutes:77,English
Lifting the Veil: Behind the Scenes of Ehrengard,2023,Behind the scenes,minutes:40,Danish
The Wonderful Story of Henry Sugar,2023,Adventure comedy,minutes:39,English
The Netflix Cup,2023,Sports event,minutes:155,English
The Bad Guys: A Very Bad Holiday,2023,Animated heist comedy,minutes:25,English
Making All Quiet on the Western Front,2023,Making of,minutes:18,German
Weathering,2023,Thriller,minutes:20,English
The Swan,2023,Comedy,minutes:17,English
The Rat Catcher,2023,Comedy,minutes:17,English
Poison,2023,Comedy,minutes:17,English
Flashback,2023,Horror,minutes:16,English
Disco Inferno,2023,Horror,minutes:18,English
The After,2023,Drama,minutes:18,English
Temple of Film: 100 Years of the Egyptian Theatre,2023,Documentary,minutes:11,English
The Dads,2023,Documentary,minutes:11,English
Making of Chicken Run: Dawn of the Nugget,2023,Making of,minutes:19,English
Society of the Snow,2024,Disaster drama,minutes:145,Spanish
Good Grief,2024,Romantic comedy,minutes:100,English
Lift,2024,Action comedy thriller,minutes:106,English
From the Ashes,2024,Drama,minutes:92,Arabic
Sixty Minutes,2024,Action,minutes:89,German
The Kitchen,2024,Science fiction drama,minutes:107,English
Badland Hunters,2024,Dystopian action,minutes:107,Korean
Orion and the Dark,2024,Animation,minutes:92,English
Ashes,2024,Drama,minutes:100,Turkish
Bhakshak,2024,Crime drama,minutes:134,Hindi
Kill Me If You Dare,2024,Comedy,minutes:94,Polish
Players,2024,Romantic comedy,minutes:105,English
Soweto Love Story,2024,Romantic comedy,minutes:102,English
The Heartbreak Agency,2024,Romantic comedy,minutes:96,German
Mea Culpa,2024,Legal drama,minutes:120,English
Through My Window 3: Looking at You,2024,Romance,minutes:105,Spanish
Code 8: Part II,2024,Science fiction,minutes:100,English
The Parades,2024,Drama,minutes:132,Japanese
My Name Is Loh Kiwan,2024,Drama,minutes:133,Korean
Spaceman,2024,Science fiction drama,minutes:107,English
Damsel,2024,Fantasy action,minutes:110,English
24 Hours with Gaspar,2024,Crime drama,minutes:98,Indonesian
Art of Love,2024,Romance,minutes:99,Turkish
Irish Wish,2024,Romantic comedy,minutes:93,English
Murder Mubarak,2024,Dramedy,minutes:141,Hindi
The Wonderful Story of Henry Sugar and Three More,2024,Fantasy anthology,minutes:88,English
Shirley,2024,Biographical drama,minutes:118,English
The Casagrandes Movie,2024,Animated comedy,minutes:85,English
Rest in Peace,2024,Drama,minutes:107,Spanish
No Pressure,2024,Romantic comedy,minutes:112,Polish
Heart of the Hunter,2024,Spy thriller,minutes:107,English
The Beautiful Game,2024,Drama,minutes:125,English
The Wages of Fear,2024,Thriller,minutes:106,French
The Tearsmith,2024,Coming of age romantic drama,minutes:105,Italian
Scoop,2024,Biographical drama,minutes:102,English
A Journey,2024,Drama,minutes:115,Filipino
Amar Singh Chamkila,2024,Romantic musical,minutes:145,Hindi
"Love, Divided",2024,Romantic comedy,minutes:98,Spanish
Stolen,2024,Drama,minutes:107,Northern Sami
Woody Woodpecker Goes to Camp,2024,Slapstick comedy,minutes:100,English
Rebel Moon – Part Two: The Scargiver,2024,Space opera,minutes:123,English
City Hunter,2024,Action comedy,minutes:104,Japanese
Honeymoonish,2024,Romantic comedy,minutes:100,Arabic
Down the Rabbit Hole,2024,Deadpan comedy,minutes:102,Spanish
Beautiful Rebel,2024,Biographical drama,minutes:113,Italian
Unfrosted,2024,Comedy,minutes:96,English
Mother of the Bride,2024,Romantic comedy,minutes:90,English
Monster,2024,Thriller,minutes:84,No dialogue
Thelma the Unicorn,2024,Animated musical,minutes:98,English
In Good Hands 2,2024,Romantic comedy,minutes:99,Turkish
Atlas,2024,Science fiction thriller,minutes:120,English
My Oni Girl,2024,Anime fantasy,minutes:112,Japanese
Bionic,2024,Science fiction,minutes:110,Portuguese
Colors of Evil: Red,2024,Crime thriller,minutes:112,Polish
A Part of You,2024,Coming of age drama,minutes:100,Swedish
The Price of Nonna's Inheritance,2024,Comedy,minutes:90,Italian
Under Paris,2024,Thriller,minutes:103,French
Basma,2024,Drama,minutes:105,Arabic
Ultraman: Rising,2024,Animation,minutes:121,English
Inheritance,2024,Comedy,minutes:94,Polish
Maharaj,2024,Period drama,minutes:131,Hindi
Trigger Warning,2024,Action thriller,minutes:106,English
Drawing Closer,2024,Romance,minutes:118,Japanese
A Family Affair,2024,Romantic comedy,minutes:113,English
Beverly Hills Cop: Axel F,2024,Buddy cop,minutes:117,English
Goyo,2024,Romantic drama,minutes:107,Spanish
Wild Wild Punjab,2024,Comedy,minutes:110,Hindi
Vanished into the Night,2024,Thriller,minutes:92,Italian
Blame the Game,2024,Comedy,minutes:92,German
Lobola Man,2024,Comedy,minutes:108,Zulu
The Champion,2024,Comedy,minutes:106,Spanish
Find Me Falling,2024,Romantic comedy,minutes:93,English
House of Ga'a,2024,Drama,minutes:120,Yoruba
Non Negotiable,2024,Action comedy,minutes:86,Spanish
Borderless Fog,2024,Crime thriller,minutes:111,Indonesian
Saving Bikini Bottom: The Sandy Cheeks Movie,2024,Animated comedy,minutes:86,English
Lolo and the Kid,2024,Drama,minutes:97,Filipino
Mission: Cross,2024,Crime comedy spy,minutes:100,Korean
Phir Aayi Hasseen Dillruba,2024,Crime thriller,minutes:132,Hindi
The Union,2024,Spy,minutes:109,English
Nice Girls,2024,Action comedy,minutes:92,French
Incoming,2024,Comedy,minutes:91,English
Tòkunbọ̀,2024,Crime thriller,minutes:112,English
Untamed Royals,2024,Drama,minutes:99,Spanish
The Deliverance,2024,Thriller,minutes:112,English
(Un)lucky Sisters,2024,Comedy,minutes:83,Spanish
Rebel Ridge,2024,Thriller,minutes:131,English
Boxer,2024,Sports drama,minutes:152,Polish
Technoboys,2024,Musical drama,minutes:110,Spanish
Officer Black Belt,2024,Action comedy,minutes:109,Korean
Sector 36,2024,Crime thriller,minutes:123,Hindi
Uglies,2024,Fantasy,minutes:102,English
His Three Daughters,2024,Drama,minutes:104,English
Divorce,2024,Drama,minutes:92,Polish
A True Gentleman,2024,Drama,minutes:110,Turkish
Rez Ball,2024,Sports drama,minutes:113,English
Trouble,2024,Action comedy,minutes:98,Swedish
CTRL,2024,Thriller,minutes:99,Hindi
It's What's Inside,2024,Horror thriller,minutes:104,English
The Platform 2,2024,Science fiction,minutes:100,Spanish
In Her Place,2024,Drama,minutes:95,Spanish
Lonely Planet,2024,Romantic drama,minutes:96,English
Uprising,2024,Historical thriller,minutes:128,Korean
Justice,2024,Crime drama,minutes:115,Polish
Outside,2024,Post apocalyptic psychological thriller,minutes:142,Filipino
The Shadow Strays,2024,Action,minutes:145,Indonesian
Happiness Is,2024,Comedy drama,minutes:96,English
The Man Who Loved UFOs,2024,Comedy drama,minutes:107,Spanish
Family Pack,2024,Comedy,minutes:95,French
Do Patti,2024,Mystery thriller,minutes:127,Hindi
Don't Move,2024,Thriller horror,minutes:92,English
Time Cut,2024,Science fiction slasher,minutes:91,English
Let Go,2024,Drama,minutes:110,Swedish
Meet Me Next Christmas,2024,Romantic comedy,minutes:105,English
Pedro Páramo,2024,Drama,minutes:132,Spanish
10 Days of a Curious Man,2024,Drama,minutes:110,Turkish
Umjolo: The Gone Girl,2024,Romantic comedy,minutes:93,Zulu
Vijay 69,2024,Comedy drama,minutes:112,Hindi
Hot Frosty,2024,Romantic comedy,minutes:92,English
GTMAX,2024,Action,minutes:100,French
The Merry Gentlemen,2024,Romantic comedy,minutes:87,English
Maybe Baby 2,2024,Comedy,minutes:107,Danish
Joy,2024,Drama,minutes:115,English
Spellbound,2024,Animated musical fantasy,minutes:110,English
The Piano Lesson,2024,Drama,minutes:127,English
Our Little Secret,2024,Romantic comedy,minutes:101,English
Sikandar Ka Muqaddar,2024,Crime drama,minutes:143,Hindi
The Snow Sister,2024,Holiday,minutes:97,Norwegian
That Christmas,2024,Animation,minutes:97,English
The Children's Train,2024,Period drama,minutes:106,Italian
Camp Crasher,2024,Comedy,minutes:95,Spanish
Mary,2024,Period drama,minutes:112,English
Carry-On,2024,Action thriller,minutes:119,English
Disaster Holiday,2024,Comedy,minutes:93,English
Ferry 2,2024,Crime drama,minutes:95,Dutch
The Six Triple Eight,2024,Period drama,minutes:129,English
Umjolo: Day Ones,2024,Romantic comedy,minutes:86,Zulu
Bitconned,2024,Documentary,minutes:94,English
The Greatest Night in Pop,2024,Documentary,minutes:97,English
"Lover, Stalker, Killer",2024,Documentary,minutes:90,English
Einstein and the Bomb,2024,Documentary,minutes:76,English
You Are Not Alone: Fighting the Wolf Pack,2024,Documentary,minutes:102,Spanish
To Kill a Tiger,2024,Documentary,minutes:127,Hindi
The Antisocial Network: Memes to Mayhem,2024,Documentary,minutes:85,English
What Jennifer Did,2024,Documentary,minutes:87,English
The Doomsday Cult of Antares de la Luz,2024,Documentary,minutes:100,Spanish
Hack Your Health: The Secrets of Your Gut,2024,Documentary,minutes:79,English
Secrets of the Neanderthals,2024,Documentary,minutes:80,English
The Final: Attack on Wembley,2024,Documentary,minutes:82,English
The Guardian of the Monarchs,2024,Documentary,minutes:91,Spanish
Living with Leopards,2024,Documentary,minutes:71,English
Power,2024,Documentary,minutes:88,English
Illusions for Sale: The Rise and Fall of Generation Zoe,2024,Documentary,minutes:107,Spanish
How to Rob a Bank,2024,Documentary,minutes:88,English
Nelma Kodama: The Queen of Dirty Money,2024,Documentary,minutes:94,Portuguese
Rafa Márquez: El Capitán,2024,Documentary,minutes:82,Spanish
Mysteries of the Terracotta Warriors,2024,Documentary,minutes:77,English
Outstanding: A Comedy Revolution,2024,Documentary,minutes:99,English
Black Barbie: A Documentary,2024,Documentary,minutes:113,English
The Accidental Twins,2024,Documentary,minutes:84,Spanish
Skywalkers: A Love Story,2024,Documentary,minutes:100,English
Mountain Queen: The Summits of Lhakpa Sherpa,2024,Documentary,minutes:104,English
"Mon Laferte, te amo",2024,Documentary,minutes:78,Spanish
Modern Masters: S. S. Rajamouli,2024,Documentary,minutes:74,English
Inside the Mind of a Dog,2024,Documentary,minutes:75,English
Daughters,2024,Documentary,minutes:108,English
Untold: The Murder of Air McNair,2024,Documentary,minutes:58,English
Secret Lives of Orangutans,2024,Documentary,minutes:79,English
Untold: Sign Stealer,2024,Documentary,minutes:87,English
Untold: Hope Solo vs. U.S. Soccer,2024,Documentary,minutes:74,English
Apollo 13: Survival,2024,Documentary,minutes:98,English
Jailbreak: Love on the Run,2024,Documentary,minutes:88,English
An Invisible Victim: The Eliza Samudio Case,2024,Documentary,minutes:101,Portuguese
Will & Harper,2024,Documentary,minutes:114,English
The Menendez Brothers,2024,Documentary,minutes:118,English
Breaking the Silence: The Maria Soledad Case,2024,Documentary,minutes:95,Spanish
Sweet Bobby: My Catfish Nightmare,2024,Documentary,minutes:82,English
The Turnaround,2024,Documentary,minutes:25,English
The Remarkable Life of Ibelin,2024,Documentary,minutes:103,English
Martha,2024,Documentary,minutes:113,English
It's All Over: The Kiss That Changed Spanish Football,2024,Documentary,minutes:95,Spanish
Return of the King: The Fall and Rise of Elvis Presley,2024,Documentary,minutes:91,English
The Lost Children,2024,Documentary,minutes:96,Spanish
Nayanthara: Beyond the Fairytale,2024,Documentary,minutes:82,English
Buy Now: The Shopping Conspiracy,2024,Documentary,minutes:84,English
The Only Girl in the Orchestra,2024,Documentary,minutes:35,English
Biggest Heist Ever,2024,Documentary,minutes:87,English
Makayla's Voice: A Letter to the World,2024,Documentary,minutes:24,English
Julia's Stepping Stone,2024,Documentary,minutes:32,English
Yo Yo Honey Singh: Famous,2024,Documentary,minutes:80,Hindi
Avicii – I'm Tim,2024,Documentary,minutes:96,English
Society of the Snow: Who Were We on the Mountain?,2024,Behind the scenes,minutes:36,Spanish
Sit Down with Stand Up Udom Taephanich,2024,Talk show,minutes:124,Thai
The 30th Annual Screen Actors Guild Awards,2024,Award show,minutes:195,English
The Netflix Slam,2024,Sports event,minutes:161,English
Creating a Universe – The Making of Rebel Moon,2024,Behind the scenes,minutes:28,English
Rebel Moon – Chapter One: Chalice of Blood,2024,Director's cut,minutes:204,English
Rebel Moon – Chapter Two: Curse of Forgiveness,2024,Director's cut,minutes:173,English
Chestnut vs. Kobayashi: Unfinished Beef,2024,Competitive eating,minutes:72,English
The Bad Guys: Haunted Heist,2024,Animated heist comedy,minutes:24,English
Olivia Rodrigo: GUTS World Tour,2024,Concert,minutes:104,English
Jake Paul vs. Mike Tyson,2024,Sports event,minutes:306,English
A Nonsense Christmas with Sabrina Carpenter,2024,MusicVariety,minutes:50,English
Family Pack: Fireplace,2024,Fireplace,minutes:60,No dialogue
Mid-Century Modern Fireplace,2024,Fireplace,minutes:60,No dialogue
Rustic Cabin Fireplace,2024,Fireplace,minutes:60,No dialogue
Spellbound: Fireplace,2024,Fireplace,minutes:60,No dialogue
White Christmas Fireplace,2024,Fireplace,minutes:60,No dialogue
Christmas Gameday: Chiefs vs. Steelers,2024,Sports event,minutes:326,English
Christmas Gameday: Ravens vs. Texans,2024,Sports event,minutes:236,English
Avicii – My Last Show,2024,DJ mixset,minutes:29,English
Sing: Thriller,2024,Animated jukebox musical comedy,minutes:11,English
